"meandeg","meanduration","nodes","act","transmission","recovery","infected","recovered","sims","proportion","peak.inf","shortprop","concurrency"
1,70,300,9.6,0.05,0.05,1,0,10,0,26,0,"25%"
1,80,300,9.6,0.05,0.05,1,0,10,0,8,0,"25%"
1,90,300,9.6,0.05,0.05,1,0,10,0,7,0,"25%"
1,100,300,9.6,0.05,0.05,1,0,10,0,34,0,"25%"
1,10,400,9.6,0.05,0.05,1,0,10,0.6,109,0.6,"25%"
1,20,400,9.6,0.05,0.05,1,0,10,0.4,89,0.1,"25%"
1,30,400,9.6,0.05,0.05,1,0,10,0.4,56,0,"25%"
1,40,400,9.6,0.05,0.05,1,0,10,0,52,0,"25%"
1,50,400,9.6,0.05,0.05,1,0,10,0,38,0,"25%"
1,60,400,9.6,0.05,0.05,1,0,10,0,63,0,"25%"
1,70,400,9.6,0.05,0.05,1,0,10,0,13,0,"25%"
1,80,400,9.6,0.05,0.05,1,0,10,0,10,0,"25%"
1,90,400,9.6,0.05,0.05,1,0,10,0,34,0,"25%"
1,100,400,9.6,0.05,0.05,1,0,10,0,8,0,"25%"
1,10,500,9.6,0.05,0.05,1,0,10,0.9,134,0.7,"25%"
1,20,500,9.6,0.05,0.05,1,0,10,0.6,94,0,"25%"
1,30,500,9.6,0.05,0.05,1,0,10,0,54,0,"25%"
1,40,500,9.6,0.05,0.05,1,0,10,0,48,0,"25%"
1,50,500,9.6,0.05,0.05,1,0,10,0,43,0,"25%"
1,60,500,9.6,0.05,0.05,1,0,10,0,41,0,"25%"
1,70,500,9.6,0.05,0.05,1,0,10,0,7,0,"25%"
1,80,500,9.6,0.05,0.05,1,0,10,0,28,0,"25%"
1,90,500,9.6,0.05,0.05,1,0,10,0,15,0,"25%"
1,100,500,9.6,0.05,0.05,1,0,10,0,30,0,"25%"
1,10,600,9.6,0.05,0.05,1,0,10,0.6,178,0.6,"25%"
1,20,600,9.6,0.05,0.05,1,0,10,0.6,100,0,"25%"
1,30,600,9.6,0.05,0.05,1,0,10,0.2,76,0,"25%"
1,40,600,9.6,0.05,0.05,1,0,10,0,79,0,"25%"
1,50,600,9.6,0.05,0.05,1,0,10,0,22,0,"25%"
1,60,600,9.6,0.05,0.05,1,0,10,0,22,0,"25%"
1,70,600,9.6,0.05,0.05,1,0,10,0,71,0,"25%"
1,80,600,9.6,0.05,0.05,1,0,10,0,42,0,"25%"
1,90,600,9.6,0.05,0.05,1,0,10,0,54,0,"25%"
1,100,600,9.6,0.05,0.05,1,0,10,0,23,0,"25%"
1,10,700,9.6,0.05,0.05,1,0,10,0.5,187,0.5,"25%"
1,20,700,9.6,0.05,0.05,1,0,10,0.7,122,0,"25%"
1,30,700,9.6,0.05,0.05,1,0,10,0.5,92,0,"25%"
1,40,700,9.6,0.05,0.05,1,0,10,0.1,69,0,"25%"
1,50,700,9.6,0.05,0.05,1,0,10,0,48,0,"25%"
1,60,700,9.6,0.05,0.05,1,0,10,0,46,0,"25%"
1,70,700,9.6,0.05,0.05,1,0,10,0,24,0,"25%"
1,80,700,9.6,0.05,0.05,1,0,10,0,58,0,"25%"
1,90,700,9.6,0.05,0.05,1,0,10,0,50,0,"25%"
1,100,700,9.6,0.05,0.05,1,0,10,0,59,0,"25%"
1,10,800,9.6,0.05,0.05,1,0,10,0.7,250,0.7,"25%"
1,20,800,9.6,0.05,0.05,1,0,10,0.5,148,0,"25%"
1,30,800,9.6,0.05,0.05,1,0,10,0.3,102,0,"25%"
1,40,800,9.6,0.05,0.05,1,0,10,0,77,0,"25%"
1,50,800,9.6,0.05,0.05,1,0,10,0,71,0,"25%"
1,60,800,9.6,0.05,0.05,1,0,10,0,80,0,"25%"
1,70,800,9.6,0.05,0.05,1,0,10,0,43,0,"25%"
1,80,800,9.6,0.05,0.05,1,0,10,0,9,0,"25%"
1,90,800,9.6,0.05,0.05,1,0,10,0,41,0,"25%"
1,100,800,9.6,0.05,0.05,1,0,10,0,50,0,"25%"
1,10,900,9.6,0.05,0.05,1,0,10,0.7,242,0.7,"25%"
1,20,900,9.6,0.05,0.05,1,0,10,0.6,151,0,"25%"
1,30,900,9.6,0.05,0.05,1,0,10,0.2,114,0,"25%"
1,40,900,9.6,0.05,0.05,1,0,10,0,73,0,"25%"
1,50,900,9.6,0.05,0.05,1,0,10,0,76,0,"25%"
1,60,900,9.6,0.05,0.05,1,0,10,0,109,0,"25%"
1,70,900,9.6,0.05,0.05,1,0,10,0,62,0,"25%"
1,80,900,9.6,0.05,0.05,1,0,10,0,39,0,"25%"
1,90,900,9.6,0.05,0.05,1,0,10,0,6,0,"25%"
1,100,900,9.6,0.05,0.05,1,0,10,0,78,0,"25%"
1,10,1000,9.6,0.05,0.05,1,0,10,0.6,280,0.6,"25%"
1,20,1000,9.6,0.05,0.05,1,0,10,0.3,191,0,"25%"
1,30,1000,9.6,0.05,0.05,1,0,10,0.3,145,0,"25%"
1,40,1000,9.6,0.05,0.05,1,0,10,0,119,0,"25%"
1,50,1000,9.6,0.05,0.05,1,0,10,0,121,0,"25%"
1,60,1000,9.6,0.05,0.05,1,0,10,0,98,0,"25%"
1,70,1000,9.6,0.05,0.05,1,0,10,0,41,0,"25%"
1,80,1000,9.6,0.05,0.05,1,0,10,0,22,0,"25%"
1,90,1000,9.6,0.05,0.05,1,0,10,0,3,0,"25%"
1,100,1000,9.6,0.05,0.05,1,0,10,0,11,0,"25%"
